rrad,meanrflux,stdrflux,meantotf
27.0,1.3968219104458213e+37,4.4901684382123044e+36,1.3042282546461048e+39
28.0,1.4059017943691415e+37,5.44909887582301e+36,1.3213967423772918e+39
29.0,1.4288239330386252e+37,6.012496880951422e+36,1.3364577670719835e+39
30.0,1.4290219380098074e+37,4.773973765919547e+36,1.3498972013183591e+39
31.0,1.4607220725483533e+37,4.311087014462812e+36,1.3633636058637687e+39
32.0,1.4828207465413337e+37,5.631590134707259e+36,1.3763118339504767e+39
33.0,1.5287299264900926e+37,4.8165063559523804e+36,1.389745965687701e+39
34.0,1.5174136250304653e+37,4.652701497034943e+36,1.408327640878109e+39
35.0,1.4985404663073977e+37,5.352259440315728e+36,1.425656104396595e+39
36.0,1.5308638443477323e+37,5.712789668423096e+36,1.4405400786806615e+39
37.0,1.5741539706612353e+37,5.750860253602936e+36,1.4565162155221014e+39
38.0,1.629469180160968e+37,6.371710043375221e+36,1.4732088913259197e+39
39.0,1.6645365671237955e+37,6.283012311244614e+36,1.4950175685907982e+39
40.0,1.7293219421861996e+37,5.503510847290543e+36,1.521807396179604e+39
41.0,1.7457065726005733e+37,6.266251463734101e+36,1.53963293952275e+39
42.0,1.7430129842955972e+37,7.290318788902249e+36,1.5581220678277127e+39
43.0,1.7141647366522756e+37,7.674465172109483e+36,1.579548639979646e+39
44.0,1.7377778320394674e+37,9.056551600489833e+36,1.6015828378049562e+39
45.0,1.7155246285802915e+37,1.064134504084384e+37,1.6201939610453955e+39
46.0,1.727690887522909e+37,6.904148128271473e+36,1.638727771408049e+39
47.0,1.719744840780832e+37,6.295917752871997e+36,1.6559871365313042e+39
48.0,1.7130131838628263e+37,5.668419642856034e+36,1.673724581245158e+39
49.0,1.730527901745894e+37,5.2116969452183053e+36,1.691347429918015e+39
50.0,1.7456180606895488e+37,3.502842033849199e+36,1.7066884122914955e+39
51.0,1.7561431644161955e+37,3.3406034994885387e+36,1.722377058842322e+39
52.0,1.7565488483754878e+37,3.5362328314629777e+36,1.7383297197386483e+39
53.0,1.7684183915497705e+37,3.951943735700725e+36,1.7556494615939847e+39
54.0,1.780600013117241e+37,3.8904495287829363e+36,1.773293686993556e+39
55.0,1.7705635502149792e+37,4.166930954698999e+36,1.7894229166866137e+39
56.0,1.7368687929737605e+37,4.964928115476562e+36,1.806767204706686e+39
57.0,1.7173503049589367e+37,5.204231484474751e+36,1.8273410356537864e+39
58.0,1.7426925987138093e+37,6.181991979540104e+36,1.847439547780528e+39
59.0,1.7663351811794017e+37,5.971543130427526e+36,1.8678490627595576e+39
60.0,1.781465638781877e+37,5.393309945745773e+36,1.892243112659034e+39
61.0,1.8163448914809602e+37,5.54327226094324e+36,1.9169886668316517e+39
62.0,1.81353739759962e+37,4.606079711296532e+36,1.9420327526656973e+39
63.0,1.753161945470809e+37,4.0949593238160846e+36,1.9615278679208943e+39
64.0,1.771430861634687e+37,4.698867596334927e+36,1.9813496683103618e+39
65.0,1.7866606979273065e+37,5.553086099756465e+36,2.0017934711421256e+39
66.0,1.7923480241028472e+37,6.183920228370577e+36,2.0197122850585456e+39
67.0,1.7963214360062606e+37,7.249077420243886e+36,2.038881224341817e+39
68.0,1.8333879649322057e+37,7.509451865150654e+36,2.0568597404562773e+39
69.0,1.8314625460667783e+37,8.082673401596544e+36,2.0738930917614117e+39
70.0,1.8114906840917008e+37,8.473211465532636e+36,2.0882355252833818e+39
71.0,1.7885799970970047e+37,8.461214911174438e+36,2.1053615172708404e+39
72.0,1.7771218860470585e+37,6.892967877536243e+36,2.122888404162026e+39
73.0,1.7813578320726805e+37,7.411131464118856e+36,2.1395833477834303e+39
74.0,1.8038440950564978e+37,7.03704743767468e+36,2.1569536623678197e+39
75.0,1.7656475151999305e+37,8.006536569662897e+36,2.174737357994159e+39
76.0,1.70129657043025e+37,9.698110829474306e+36,2.193556876137137e+39
77.0,1.6858987582370226e+37,8.913671308770281e+36,2.2140783962476527e+39
78.0,1.6740260687992582e+37,7.562557262540827e+36,2.2368836794028656e+39
79.0,1.659432265135905e+37,7.969887835540044e+36,2.2564169618992333e+39
80.0,1.6411931220466337e+37,8.99914013244921e+36,2.2702978854233553e+39
81.0,1.6565407600413408e+37,7.387097872712947e+36,2.288481338088924e+39
82.0,1.5936192179695044e+37,6.34922410093259e+36,2.3071458210680287e+39
83.0,1.6061352035430472e+37,6.576162753908174e+36,2.32525105056129e+39
84.0,1.6023799503301057e+37,5.712087329675767e+36,2.3449040932820064e+39
85.0,1.5931132290547704e+37,5.608848509571135e+36,2.3640913411544123e+39
86.0,1.5657720993847917e+37,5.371105353053446e+36,2.380516167159221e+39
87.0,1.5525247041809627e+37,6.491015666473432e+36,2.3987152848458757e+39
88.0,1.5446448998684126e+37,5.381418926613686e+36,2.4140539998407734e+39
89.0,1.5241565559819775e+37,4.968812591002963e+36,2.431179454538513e+39
90.0,1.5269682044401452e+37,6.098333180444772e+36,2.449584373964315e+39
91.0,1.5299016630548836e+37,5.531341887988489e+36,2.4676601107288464e+39
92.0,1.4941114040266202e+37,4.759721220764925e+36,2.4849543300356658e+39
93.0,1.4697675319682655e+37,4.6596931735873096e+36,2.5009968894993685e+39
94.0,1.4244164164365512e+37,3.8978964601078754e+36,2.5160018567618816e+39
95.0,1.3813673993129519e+37,3.8146999036339026e+36,2.529399988789977e+39
96.0,1.4033573183360498e+37,3.8461074239219116e+36,2.5417489559123936e+39
97.0,1.3864030336987593e+37,3.693454276318625e+36,2.5548329451637023e+39
98.0,1.3821284699774559e+37,3.396845848733302e+36,2.5676468210836958e+39
99.0,1.3518817084694598e+37,3.7695665156017e+36,2.5808167291225582e+39
100.0,1.335139049466533e+37,3.980700614669218e+36,2.5935274183427468e+39
101.0,1.3427109434345667e+37,3.4711621904730664e+36,2.607314738171056e+39
102.0,1.3578157577486976e+37,4.2881431842963633e+36,2.6257785233334553e+39
103.0,1.3581063725968974e+37,4.5821226530285854e+36,2.640801061120857e+39
104.0,1.3417270445769052e+37,5.010247968144709e+36,2.6505292024507808e+39
105.0,1.3284942491601657e+37,3.817228838896126e+36,2.6621579885618716e+39
106.0,1.3094464541955477e+37,4.148983891720302e+36,2.673722875720581e+39
107.0,1.3198756334258438e+37,4.408239914030651e+36,2.685141839780212e+39
108.0,1.328288183022999e+37,5.179454915141006e+36,2.699625603794683e+39
109.0,1.3227461356036952e+37,4.134935751045804e+36,2.716471144308492e+39
110.0,1.295606572923036e+37,4.113143510063155e+36,2.728705562679882e+39
111.0,1.278045316821474e+37,4.125166995114069e+36,2.7416138597869974e+39
112.0,1.2907855301305908e+37,4.378101272072943e+36,2.754072629112583e+39
113.0,1.2950050642899266e+37,5.012632630060902e+36,2.766529245305517e+39
114.0,1.2592195307410974e+37,3.865156681639841e+36,2.7766867563835326e+39
115.0,1.2181528642920747e+37,4.8792873314522724e+36,2.796268797408561e+39
116.0,1.2115571173628794e+37,4.209973731587545e+36,2.809042830102148e+39
117.0,1.1764641794632359e+37,4.030894437518636e+36,2.8200473240093625e+39
118.0,1.207745097257146e+37,4.056674609367495e+36,2.831611822717797e+39
119.0,1.1841308372429607e+37,4.084790295660557e+36,2.843386648107576e+39
120.0,1.2006428868262227e+37,4.130544981037787e+36,2.859490642467497e+39
121.0,1.184044450946765e+37,4.651040664967875e+36,2.8738752881329065e+39
122.0,1.1612128371143858e+37,5.733637553101383e+36,2.887766374362984e+39
123.0,1.165097360585376e+37,5.225334751082191e+36,2.901529570961455e+39
124.0,1.1669849872992755e+37,4.4531683505086e+36,2.9152822892585026e+39
125.0,1.1114138141689602e+37,5.027896759383849e+36,2.929212384713481e+39
126.0,1.1167208964457746e+37,5.280778147968194e+36,2.941966330623691e+39
127.0,1.0719135218114658e+37,4.949137231967711e+36,2.951999970606274e+39
128.0,1.0588485401736904e+37,5.244661010458878e+36,2.962902459744481e+39
129.0,1.0626868189016399e+37,3.784748866279903e+36,2.9748355686122145e+39
130.0,1.0522428848307606e+37,4.247941790325921e+36,2.985035865226123e+39
131.0,1.0419398355803517e+37,4.715677401548019e+36,2.995146030870173e+39
132.0,1.0230442049602845e+37,4.4709474996570293e+36,3.005110894506719e+39
133.0,1.0047050312821347e+37,3.977456750441886e+36,3.015079581847869e+39
134.0,1.0051267990756159e+37,4.1415891856799455e+36,3.0242453838603504e+39
135.0,9.899356461868377e+36,4.565948517982713e+36,3.035341569432747e+39
136.0,9.59433569605858e+36,4.961907384045795e+36,3.0455229405525253e+39
137.0,9.701203330398372e+36,6.887999971319278e+36,3.057567735993195e+39
138.0,9.801417957246925e+36,6.681873022227044e+36,3.0704326162348505e+39
139.0,9.694595207883144e+36,6.805259989810006e+36,3.081330940807442e+39
140.0,9.322411456676963e+36,5.086318239004535e+36,3.094034274283795e+39
141.0,9.230341499525469e+36,5.1436492285010506e+36,3.108269863531442e+39
142.0,9.104632405943955e+36,4.729513589348475e+36,3.1218088432326014e+39
143.0,8.88538600682004e+36,6.026714156673236e+36,3.132022350886714e+39
144.0,9.111237336850614e+36,6.196069835048211e+36,3.141256156474639e+39
145.0,8.738017450466709e+36,6.851981272348123e+36,3.14898516885256e+39
146.0,8.528736225406702e+36,5.021421362836145e+36,3.156845721519481e+39
147.0,8.465412975546248e+36,5.445385012330766e+36,3.163120103601551e+39
148.0,8.33849094092834e+36,5.876366076430243e+36,3.1679026067283576e+39
149.0,7.969269595687983e+36,5.906404205094096e+36,3.1727225113568047e+39
150.0,7.965720876794849e+36,4.8291836163117123e+36,3.177179960782471e+39
151.0,7.775328507799878e+36,5.967332326669096e+36,3.1814753899718875e+39
152.0,7.563148046369496e+36,5.442003531220481e+36,3.1856937738648125e+39
153.0,7.532340019861458e+36,4.8582787077302284e+36,3.1901992162714696e+39
154.0,7.301503860248531e+36,5.655937763425055e+36,3.194470221721916e+39
155.0,7.353054797722438e+36,6.158239450593151e+36,3.1990828140000224e+39
156.0,7.317070342314758e+36,5.65443045033658e+36,3.2032216854048693e+39
157.0,7.240431559955041e+36,4.7450457311268434e+36,3.2068456295874076e+39
158.0,7.202161372053025e+36,6.871293106637912e+36,3.2107863686103245e+39
159.0,7.10524781412002e+36,5.2066155806855054e+36,3.2146156161934893e+39
160.0,6.865020053955455e+36,4.6641330692269924e+36,3.21837610090563e+39
161.0,6.682098207415606e+36,7.743767964354197e+36,3.2218794107964024e+39
162.0,6.470007749268444e+36,6.641835360835828e+36,3.228109218669267e+39
163.0,6.414248141660431e+36,5.394661566792856e+36,3.235331223247377e+39
164.0,6.378555686380139e+36,7.328430096910812e+36,3.2382769425439607e+39
165.0,6.13625326177685e+36,9.211656825831523e+36,3.242879991083654e+39
166.0,6.091633285749449e+36,6.091687925287083e+36,3.249140299740967e+39
167.0,6.044731125096893e+36,3.8465142224415063e+36,3.2562626778701054e+39
168.0,5.836033093965531e+36,3.465898795780184e+36,3.262820547473885e+39
169.0,5.683987212352556e+36,3.427503289963132e+36,3.268764201939184e+39
170.0,5.50081147972836e+36,3.767212872011446e+36,3.2746280989877033e+39
171.0,5.330582804449552e+36,5.1970804436367074e+36,3.279987732727101e+39
172.0,5.156203753502764e+36,3.8810905260397107e+36,3.285072457125881e+39
173.0,5.1417394942212146e+36,2.5736132827629555e+36,3.290098375195905e+39
174.0,5.1593342380383836e+36,2.5049185530937643e+36,3.295070033270236e+39
175.0,4.9610644121005575e+36,2.842982679812925e+36,3.3006573084275525e+39
176.0,4.8464156068105234e+36,2.9047269914388046e+36,3.3073165183066784e+39
177.0,4.7741550506741165e+36,2.4252474653227636e+36,3.313720791141248e+39
178.0,4.783940213153768e+36,2.266196473363181e+36,3.3197473907760556e+39
179.0,4.606615028031189e+36,2.1989912951086223e+36,3.325525397808848e+39
180.0,4.4730165287692314e+36,2.1442000545863716e+36,3.331578454510861e+39
181.0,4.19911886135861e+36,2.112759976451232e+36,3.337454608481363e+39
182.0,4.174229153112095e+36,2.0203544341408746e+36,3.343134635615959e+39
183.0,4.1560736665264227e+36,1.9865823727362956e+36,3.349418679848582e+39
184.0,4.0323713573805413e+36,2.023870904578756e+36,3.3554478819330167e+39
185.0,3.9942954896071915e+36,1.974326939595414e+36,3.361101061394818e+39
186.0,3.9193513253786073e+36,2.038176784428398e+36,3.366570563577511e+39
187.0,3.7733074430547164e+36,1.9855103254954146e+36,3.372852819911296e+39
188.0,3.831564461486712e+36,1.8600876688182757e+36,3.377926510153685e+39
189.0,3.5183420743909297e+36,1.80084587813844e+36,3.3827004541098033e+39
190.0,3.4153658407033384e+36,1.679169977843195e+36,3.387402655759049e+39
191.0,3.470047378021614e+36,1.8052348106297708e+36,3.391848637753017e+39
192.0,3.4827446389165236e+36,2.4513359331436197e+36,3.396069145950299e+39
193.0,3.236331023033923e+36,1.5636693467866842e+36,3.400182690499907e+39
194.0,3.1543257476571326e+36,1.5266748916600927e+36,3.404701564079173e+39
195.0,3.0141585943285916e+36,1.5478122602912562e+36,3.408971435182287e+39
196.0,2.848331136794763e+36,1.554496551326183e+36,3.412568305664622e+39
197.0,2.776551984262608e+36,1.4111546246478963e+36,3.415223036984818e+39
198.0,2.7623906786573665e+36,1.333436373305362e+36,3.417844011712931e+39
199.0,2.616683674572373e+36,1.3529016433794575e+36,3.420088449944139e+39
200.0,2.533422414318964e+36,1.3963922674736928e+36,3.4220515725383416e+39
201.0,2.3802730244723122e+36,1.2338011653248337e+36,3.4236866280962833e+39
202.0,2.3521170776147342e+36,1.1599175225385413e+36,3.4252051875759925e+39
203.0,2.245723453112808e+36,1.0972885333571128e+36,3.42653543405522e+39
204.0,2.246449187054606e+36,1.0609957680414973e+36,3.427794643068136e+39
205.0,2.1367148817712898e+36,1.3260681984391041e+36,3.429291938934839e+39
206.0,2.0965054121219307e+36,1.1537734931616863e+36,3.4306610831556585e+39
207.0,2.1034667103484364e+36,1.1504485498182937e+36,3.431916160729834e+39
208.0,2.0156166891308435e+36,1.1817521360965281e+36,3.433212120379864e+39
209.0,1.9303528313097508e+36,1.0852538272998845e+36,3.434523701072971e+39
210.0,1.7294170221732652e+36,9.498103248393122e+35,3.4359936476077e+39
211.0,1.7379291798730726e+36,9.24733394361959e+35,3.4373591604170804e+39
212.0,1.7217011662244008e+36,8.253628898070183e+35,3.4387695825216637e+39
213.0,1.6803416461305366e+36,8.407070711196849e+35,3.440035183405635e+39
214.0,1.562496227285355e+36,8.63460179687406e+35,3.4413630081424e+39
215.0,1.4833126159365618e+36,7.6810168021112e+35,3.443104065120877e+39
216.0,1.4298974314221143e+36,8.08211019276015e+35,3.444430095103689e+39
217.0,1.4434393179534094e+36,6.970758703150959e+35,3.44558360195796e+39
218.0,1.407900210961205e+36,6.92116747103069e+35,3.446838354145613e+39
219.0,1.3566419376647854e+36,6.959305772543863e+35,3.4484992777629337e+39
220.0,1.369142354460331e+36,6.965050336284443e+35,3.4496769867048397e+39
221.0,1.2738263415477138e+36,6.746763804318239e+35,3.450747833948786e+39
222.0,1.239570281726202e+36,6.265392666908209e+35,3.4516755180147494e+39
223.0,1.1835491373715957e+36,6.302198880038063e+35,3.4526569348566503e+39
224.0,1.1522079760021231e+36,6.602877550066364e+35,3.453590455665078e+39
225.0,1.129103804152736e+36,7.046690280271857e+35,3.4544779545088094e+39
226.0,1.1111940049357218e+36,6.313327837843807e+35,3.4554467030908013e+39
227.0,1.0515063742985576e+36,5.871021371773787e+35,3.456191444914318e+39
228.0,1.038153206714953e+36,5.630516966444737e+35,3.457055128651008e+39
229.0,1.0226743402457426e+36,5.711340602120833e+35,3.45790481029649e+39
230.0,1.0056614701650014e+36,5.663696306265921e+35,3.45864727359655e+39
231.0,9.95342045263144e+35,5.464356244109573e+35,3.459502818248307e+39
232.0,9.463249245110648e+35,5.154685590172414e+35,3.460618423569349e+39
233.0,8.616430096833741e+35,4.7852949364148225e+35,3.4613923028464154e+39
234.0,8.311813013556559e+35,4.684102117443492e+35,3.462216495963588e+39
235.0,7.873315139122259e+35,4.705910761637749e+35,3.463164945056988e+39
236.0,7.480551983865962e+35,4.349259193196679e+35,3.463860175716364e+39
237.0,7.544862222519457e+35,4.2344514246692764e+35,3.46457659151032e+39
238.0,7.356055547946223e+35,3.847715768790962e+35,3.465142238679636e+39
239.0,7.109415832287161e+35,3.367575444037078e+35,3.4657437187891655e+39
240.0,7.204923928389238e+35,3.366665243927834e+35,3.466276184247903e+39
241.0,6.876136716396235e+35,3.606069760317731e+35,3.4667752870760785e+39
242.0,6.4178113846872996e+35,3.477618202920344e+35,3.467224982530985e+39
243.0,6.487183815156933e+35,3.421738909836712e+35,3.467749156442733e+39
244.0,5.973073280536309e+35,2.8653249071143315e+35,3.468203736518984e+39
245.0,6.0248603086264834e+35,2.806105500340462e+35,3.468699772684937e+39
246.0,5.7571276239898086e+35,3.1501692735704496e+35,3.469153921539365e+39
247.0,5.700150765203167e+35,3.1193157050679286e+35,3.4697315420007093e+39
248.0,5.585251330857091e+35,3.000123474901958e+35,3.470229213697065e+39
249.0,5.370468671764577e+35,3.126266732261269e+35,3.4706139744015614e+39
250.0,5.3966518922008e+35,3.107549140625412e+35,3.471053305275653e+39
251.0,5.29291448842046e+35,2.8884512742617857e+35,3.4714963610808016e+39
252.0,5.0644051983676676e+35,3.111369640244016e+35,3.471850561865913e+39
253.0,4.97668102630453e+35,2.767879199327587e+35,3.47223655367073e+39
254.0,4.847414269735109e+35,2.8288130229245273e+35,3.472558508253471e+39
255.0,4.629851611796143e+35,2.5258046048504056e+35,3.472970514268107e+39
256.0,4.6970714504739795e+35,2.64481681850427e+35,3.473380001060827e+39
257.0,4.4252994875868276e+35,2.525867395640225e+35,3.473829124149337e+39
258.0,4.179555022936475e+35,2.724292425155646e+35,3.474150934651243e+39
259.0,4.168968031567955e+35,2.554083087500014e+35,3.474446238085151e+39
260.0,4.296996532275874e+35,2.9369300801500027e+35,3.4747775906586273e+39
261.0,4.040312805204431e+35,2.734459626892244e+35,3.4751151162608755e+39
262.0,3.967257389048165e+35,2.9444139060003735e+35,3.4754559451422674e+39
263.0,3.790266914047735e+35,2.416373447253025e+35,3.475833468203045e+39
264.0,3.5885226766179616e+35,2.1569378419702435e+35,3.4761863852947006e+39
265.0,3.5465727329871566e+35,2.5602198524479037e+35,3.4764731500116557e+39
266.0,3.63974909350449e+35,2.445764902739899e+35,3.4768232925749776e+39
267.0,3.518365776355481e+35,2.7157033495912377e+35,3.477156021736008e+39
268.0,3.446573365383998e+35,2.7726761911217498e+35,3.4775240369840305e+39
269.0,3.2205406790457944e+35,3.4256525549993096e+35,3.4778750956180666e+39
270.0,3.296588275954458e+35,2.3883098659836057e+35,3.478239268980461e+39
271.0,3.115383502005068e+35,1.7225673198962825e+35,3.478616860283381e+39
272.0,2.9954748029042455e+35,2.224413776087828e+35,3.478956922648502e+39
273.0,2.925428183209761e+35,7.1424135859759e+35,3.4791995020848196e+39
274.0,2.870771566741191e+35,1.2808096037462346e+36,3.479432833327009e+39
275.0,2.6299648075218595e+35,1.9274201544513093e+35,3.4796185127334787e+39
276.0,2.6617531455101223e+35,1.6571067459485762e+35,3.4797932895194816e+39
277.0,2.581803323794409e+35,1.3233821350983601e+35,3.4800486888785817e+39
278.0,2.6117927819413103e+35,1.3561120285128492e+35,3.4802560683556955e+39
279.0,2.572980763311518e+35,1.3753100187739972e+35,3.4804422231136906e+39
280.0,2.478136150819904e+35,1.7549547508282078e+35,3.480661968710336e+39
281.0,2.5227867081361846e+35,1.9420765426785546e+35,3.4808594344307497e+39
282.0,2.4186556280878522e+35,1.3227845297865131e+35,3.4810183973393086e+39
283.0,2.2864124158745495e+35,1.5388366575459723e+35,3.481219394390384e+39
284.0,2.2578844126008284e+35,1.4798609855442978e+35,3.4814267886570595e+39
285.0,2.13113112554289e+35,1.1523058074551922e+35,3.4816532353221794e+39
286.0,2.0726269441072834e+35,1.816141366551816e+35,3.481856711293591e+39
287.0,2.151406744632947e+35,1.3357682259940874e+35,3.4820589529576257e+39
288.0,2.0043723523090285e+35,1.3802080413821051e+35,3.482260714380314e+39
289.0,1.926416280984412e+35,1.0911037764375295e+35,3.4824342748075966e+39
290.0,1.9160253153995287e+35,1.1630281451234162e+35,3.4825905406344963e+39
291.0,1.8688122419061497e+35,1.5754460052389024e+35,3.4828126537703875e+39
292.0,1.9139940758000896e+35,1.4430610457061326e+35,3.483043042140528e+39
293.0,1.847126214720608e+35,1.1748361505725973e+35,3.483209328159944e+39
294.0,1.8052971328842834e+35,9.981475294430343e+34,3.483390251764771e+39
295.0,1.6900853222978027e+35,9.826034601970754e+34,3.483495446824857e+39
296.0,1.740063628357375e+35,1.182110221473503e+35,3.483670099327456e+39
297.0,1.7996277770381858e+35,1.6510774199710552e+35,3.48387076360537e+39
298.0,1.697297815203597e+35,1.7854818782004353e+35,3.484074055532771e+39
299.0,1.6364752094852812e+35,1.5438836586558875e+35,3.484344299926817e+39
300.0,1.5737305082127772e+35,1.6265761380646807e+35,3.484797454925552e+39
